1	1447827950846	111.006665	36.131505	70	0.0
2	1447827950846	111.004952	36.13554	70	0.0
3	1447827950846	110.999941	36.136863	70	0.0
4	1447827950846	110.994965	36.135473	70	0.0
5	1447827950846	110.993316	36.13141	70	0.0
6	1447827950846	111.001944	36.129654	0	0.0
7	1447827950846	110.998055	36.129654	0	0.0
1	1447827951846	111.00666	36.131517	70	5.1900804
2	1447827951846	111.004934	36.135545	70	6.0255324
3	1447827951846	110.999914	36.136856	70	9.1471572
4	1447827951846	110.994958	36.135456	70	7.0600356
5	1447827951846	110.993316	36.131394	70	6.5990124
1	1447827952846	111.006646	36.131551	70	14.3459748
2	1447827952846	111.004899	36.135555	70	11.9070864
3	1447827952846	110.999863	36.136842	70	17.3488536
4	1447827952846	110.994945	36.135423	70	13.8681468
5	1447827952846	110.993316	36.131363	70	12.4718508
1	1447827953846	111.006623	36.131607	70	23.6777328
2	1447827953846	111.004846	36.135569	70	18.1174284
3	1447827953846	110.999791	36.136823	70	24.5272032
4	1447827953846	110.994924	36.135373	70	21.1122648
5	1447827953846	110.993316	36.131315	70	19.181682
1	1447827954846	111.006592	36.131683	70	31.7998008
2	1447827954846	111.004766	36.13559	70	27.195426
3	1447827954846	110.999704	36.136799	70	29.7894708
4	1447827954846	110.994896	36.135304	70	28.965474
5	1447827954846	110.993316	36.131251	70	25.3424016
1	1447827955846	111.006557	36.131768	70	35.7837948
2	1447827955846	111.004668	36.135617	70	33.5993184
3	1447827955846	110.999603	36.136772	70	34.5629412
4	1447827955846	110.994864	36.135226	70	33.035328
5	1447827955846	110.993316	36.131175	70	30.3077016
1	1447827956846	111.006526	36.131844	70	32.14224
2	1447827956846	111.004575	36.135642	70	31.8459132
3	1447827956846	110.999503	36.136745	70	34.1440164
4	1447827956846	110.994831	36.135146	70	33.4526148
5	1447827956846	110.993316	36.131088	70	34.8921612
1	1447827957846	111.006491	36.131929	70	35.8482852
2	1447827957846	111.004474	36.13567	70	34.5877524
3	1447827957846	110.999408	36.136719	70	32.4221292
4	1447827957846	110.994797	36.135063	70	35.2553796
5	1447827957846	110.993316	36.131009	70	31.5231588
1	1447827958846	111.006456	36.132015	70	35.860428
2	1447827958846	111.004377	36.135696	70	32.7938688
3	1447827958846	110.999307	36.136692	70	34.44948
4	1447827958846	110.994762	36.134979	70	35.3945232
5	1447827958846	110.993316	36.13092	70	35.4132108
1	1447827959846	111.006422	36.132096	70	34.0749036
2	1447827959846	111.004285	36.135721	70	31.4859384
3	1447827959846	110.999205	36.136664	70	34.7641416
4	1447827959846	110.994728	36.134896	70	34.9557444
5	1447827959846	110.993316	36.130832	70	35.2139868
1	1447827960846	111.00639	36.132175	70	33.3248724
2	1447827960846	111.004183	36.135748	70	34.8702984
3	1447827960846	110.999111	36.136639	70	32.201244
4	1447827960846	110.994693	36.134811	70	35.5833756
5	1447827960846	110.993316	36.13075	70	32.8731696
1	1447827961846	111.006358	36.132252	70	32.6511792
2	1447827961846	111.004086	36.135775	70	33.209658
3	1447827961846	110.999015	36.136613	70	32.7632724
4	1447827961846	110.994662	36.134736	70	31.6239516
5	1447827961846	110.993316	36.130671	70	31.5074772
1	1447827962846	111.006324	36.132334	70	34.5595608
2	1447827962846	111.003987	36.135801	70	33.6947652
3	1447827962846	110.998917	36.136587	70	33.2852796
4	1447827962846	110.994628	36.134652	70	35.2118916
5	1447827962846	110.993316	36.130592	70	31.5310428
1	1447827963846	111.00629	36.132418	70	35.141886
2	1447827963846	111.003891	36.135827	70	32.9971284
3	1447827963846	110.998814	36.136559	70	35.2894248
4	1447827963846	110.994593	36.134567	70	35.8697196
5	1447827963846	110.993316	36.130505	70	34.6950216
1	1447827964846	111.006257	36.132497	70	33.44112
2	1447827964846	111.003798	36.135852	70	31.6564596
3	1447827964846	110.998709	36.13653	70	35.6865624
4	1447827964846	110.994559	36.134483	70	35.1623844
5	1447827964846	110.993316	36.130426	70	31.35618
1	1447827965846	111.006224	36.132579	70	34.5311316
2	1447827965846	111.003697	36.13588	70	34.4134152
3	1447827965846	110.998605	36.136502	70	35.5974372
4	1447827965846	110.994526	36.134404	70	33.3457524
5	1447827965846	110.993316	36.130339	70	35.0304444
1	1447827966846	111.006189	36.132663	70	35.1544968
