1442115609705	1-2	35.0
1442115609705	2-3	53.0
1442115609705	3-4	53.0
1442115609705	4-5	40.0
1442115609705	5-1	178.0
1442115610705	1-2	35.0
1442115610705	2-3	53.0
1442115610705	3-4	53.0
1442115610705	4-5	40.0
1442115610705	5-1	178.0
1442115611705	1-2	36.0
1442115611705	2-3	53.0
1442115611705	3-4	54.0
1442115611705	4-5	39.0
1442115611705	5-1	178.0
1442115612705	1-2	36.0
1442115612705	2-3	54.0
1442115612705	3-4	53.0
1442115612705	4-5	39.0
1442115612705	5-1	178.0
1442115613705	1-2	37.0
1442115613705	2-3	54.0
1442115613705	3-4	53.0
1442115613705	4-5	38.0
1442115613705	5-1	178.0
1442115614705	1-2	37.0
1442115614705	2-3	54.0
1442115614705	3-4	53.0
1442115614705	4-5	38.0
1442115614705	5-1	178.0
1442115615705	1-2	38.0
1442115615705	2-3	54.0
1442115615705	3-4	53.0
1442115615705	4-5	38.0
1442115615705	5-1	178.0
1442115616705	1-2	38.0
1442115616705	2-3	54.0
1442115616705	3-4	53.0
1442115616705	4-5	37.0
1442115616705	5-1	178.0
1442115617705	1-2	39.0
1442115617705	2-3	54.0
1442115617705	3-4	53.0
1442115617705	4-5	37.0
1442115617705	5-1	179.0
1442115618705	1-2	39.0
1442115618705	2-3	54.0
1442115618705	3-4	53.0
1442115618705	4-5	36.0
1442115618705	5-1	179.0
1442115619705	1-2	39.0
1442115619705	2-3	54.0
1442115619705	3-4	53.0
1442115619705	4-5	36.0
1442115619705	5-1	179.0
1442115620705	1-2	40.0
1442115620705	2-3	54.0
1442115620705	3-4	54.0
1442115620705	4-5	35.0
1442115620705	5-1	179.0
1442115621705	1-2	40.0
1442115621705	2-3	54.0
1442115621705	3-4	54.0
1442115621705	4-5	35.0
1442115621705	5-1	178.0
1442115622705	1-2	40.0
1442115622705	2-3	54.0
1442115622705	3-4	54.0
1442115622705	4-5	35.0
1442115622705	5-1	179.0
1442115623705	1-2	41.0
1442115623705	2-3	54.0
1442115623705	3-4	54.0
1442115623705	4-5	34.0
1442115623705	5-1	179.0
1442115624705	1-2	41.0
1442115624705	2-3	54.0
1442115624705	3-4	54.0
1442115624705	4-5	34.0
1442115624705	5-1	179.0
1442115625705	1-2	41.0
1442115625705	2-3	54.0
1442115625705	3-4	54.0
1442115625705	4-5	34.0
1442115625705	5-1	179.0
1442115626705	1-2	41.0
1442115626705	2-3	54.0
1442115626705	3-4	54.0
1442115626705	4-5	33.0
1442115626705	5-1	179.0
1442115627705	1-2	42.0
1442115627705	2-3	55.0
1442115627705	3-4	54.0
1442115627705	4-5	33.0
1442115627705	5-1	179.0
1442115628705	1-2	42.0
1442115628705	2-3	55.0
1442115628705	3-4	54.0
1442115628705	4-5	32.0
1442115628705	5-1	179.0
1442115629705	1-2	43.0
1442115629705	2-3	54.0
1442115629705	3-4	55.0
1442115629705	4-5	32.0
1442115629705	5-1	179.0
1442115630705	1-2	43.0
1442115630705	2-3	54.0
1442115630705	3-4	55.0
1442115630705	4-5	31.0
1442115630705	5-1	179.0
1442115631705	1-2	44.0
1442115631705	2-3	54.0
1442115631705	3-4	55.0
1442115631705	4-5	31.0
1442115631705	5-1	179.0
1442115632705	1-2	44.0
1442115632705	2-3	54.0
1442115632705	3-4	55.0
1442115632705	4-5	30.0
1442115632705	5-1	179.0
1442115633705	1-2	45.0
1442115633705	2-3	54.0
1442115633705	3-4	55.0
1442115633705	4-5	30.0
1442115633705	5-1	179.0
1442115634705	1-2	45.0
1442115634705	2-3	54.0
1442115634705	3-4	54.0
1442115634705	4-5	30.0
1442115634705	5-1	179.0
1442115635705	1-2	45.0
1442115635705	2-3	55.0
1442115635705	3-4	54.0
1442115635705	4-5	30.0
1442115635705	5-1	180.0
1442115636705	1-2	46.0
1442115636705	2-3	55.0
1442115636705	3-4	54.0
1442115636705	4-5	30.0
1442115636705	5-1	179.0
1442115637705	1-2	47.0
